id,code,uic,name_short,name_medium,name_long,slug,country,type,geo_lat,geo_lng
406,RSN,8400538,Rijssen,Rijssen,Rijssen,rijssen,NL,stoptreinstation,52.3122215271,6.5202779769897
407,RSW,8400505,Rijswijk,Rijswijk,Rijswijk,rijswijk,NL,stoptreinstation,52.039722442627,4.3191666603088
395,RB,8400521,Rilland-Ba,Rilland-Bath,Rilland-Bath,rilland-bath,NL,stoptreinstation,51.422779083252,4.1611108779907
402,RM,8400523,Roermond,Roermond,Roermond,roermond,NL,knooppuntIntercitystation,51.193054199219,5.9941668510437
396,RD,8400525,Roodeschl,Roodeschool,Roodeschool,roodeschool,NL,stoptreinstation,53.421262,6.7587
405,RSD,8400526,Roosendaal,Roosendaal,Roosendaal,roosendaal,NL,knooppuntIntercitystation,51.540279388428,4.4583334922791
641,EHW,8021121,Rosend-H,Rosendahl-Holtw.,Rosendahl-Holtwick,rosendahl-holtwick,D,stoptreinstation,51.99946726041,7.1215009689331
834,ROSENH,8020174,Rosenheim,Rosenheim,Rosenheim,rosenheim,D,intercitystation,47.85,12.119167
404,RS,8400524,Rosmalen,Rosmalen,Rosmalen,rosmalen,NL,stoptreinstation,51.714721679688,5.3680553436279
409,RTA,8400507,Alexander,Alexander,"Rotterdam Alexander",rotterdam-alexander,NL,intercitystation,51.951946258545,4.5536112785339
410,RTB,8400529,Blaak,Blaak,"Rotterdam Blaak",rotterdam-blaak,NL,stoptreinstation,51.920276641846,4.4888887405395
411,RTD,8400530,"Rotterdm C","Rotterdam C.","Rotterdam Centraal",rotterdam-centraal,NL,megastation,51.92499923706,4.468888759613
401,RLB,8400542,Lombardije,Lombardijen,"Rotterdam Lombardijen",rotterdam-lombardijen,NL,stoptreinstation,51.880001068115,4.531388759613
412,RTN,8400531,"Rotterdm N","Rotterdam Noord","Rotterdam Noord",rotterdam-noord,NL,stoptreinstation,51.942222595215,4.4816665649414
413,RTST,8400534,"R'dam Sta","R'dam Stadion","Rotterdam Stadion",rotterdam-stadion,NL,facultatiefStation,51.893890380859,4.5197219848633
414,RTZ,8400533,"Rotterdm Z","Rotterdam Zuid","Rotterdam Zuid",rotterdam-zuid,NL,stoptreinstation,51.904445648193,4.5102777481079
715,FSV,8822848,Ruisbr-S,Ruisbroek-Sauv.,Ruisbroek-Sauvegarde,ruisbroek-sauvegarde,B,stoptreinstation,51.08115,4.32551
400,RL,8400537,Ruurlo,Ruurlo,Ruurlo,ruurlo,NL,stoptreinstation,52.0810888,6.4492656
848,SCHARD,8101114,Salzburg,"Salzburg Hbf","Salzburg Hbf",salzburg-hbf,A,intercitystation,47.813056,13.045833
435,SPTN,8400543,"Santprt N","Santpoort Noord","Santpoort Noord",santpoort-noord,NL,stoptreinstation,52.43388748169,4.6325001716614
436,SPTZ,8400544,"Santprt Z","Santpoort Zuid","Santpoort Zuid",santpoort-zuid,NL,stoptreinstation,52.419723510742,4.6313886642456
544,SSH,8400603,Sassenheim,Sassenheim,Sassenheim,sassenheim,NL,stoptreinstation,52.215278,4.517222
449,SWD,8400547,Sauwerd,Sauwerd,Sauwerd,sauwerd,NL,stoptreinstation,53.29113,6.5404
427,SGN,8400549,Schagen,Schagen,Schagen,schagen,NL,stoptreinstation,52.784442901611,4.8052778244019
421,SDA,8400551,Scheemda,Scheemda,Scheemda,scheemda,NL,stoptreinstation,53.1655362,6.9777775
716,SCHLL,8824232,Schelle,Schelle,Schelle,schelle,B,stoptreinstation,51.12555,4.34023
422,SDM,8400553,"Schiedam C","Schiedam C.","Schiedam Centrum",schiedam-centrum,NL,stoptreinstation,51.921243812803,4.4089937210083
433,SOG,8400555,"Schin op G","Schin op Geul","Schin op Geul",schin-op-geul,NL,stoptreinstation,50.856388092041,5.8722224235535
432,SN,8400554,Schinnen,Schinnen,Schinnen,schinnen,NL,stoptreinstation,50.939167022705,5.8744444847107
428,SHL,8400561,Schiphol,"Schiphol Airport","Schiphol Airport",schiphol-airport,NL,megastation,52.30944442749,4.7619442939758
646,KSWE,8008136,Schwelm,Schwelm,Schwelm,schwelm,D,stoptreinstation,51.290526,7.289681
647,ESRT,8008016,Schwerte,"Schwerte (R)","Schwerte (Ruhr)",schwerte-ruhr,D,stoptreinstation,51.442281,7.55896
648,ESEM,8021112,Selm,Selm,Selm,selm,D,stoptreinstation,51.707885,7.453396
649,ESEB,8021120,Selm-B,Selm-Beifang,Selm-Beifang,selm-beifang,D,stoptreinstation,51.692947,7.454829
298,KSB,8015588,Siegburg,Siegburg/Bonn,Siegburg/Bonn,siegburg-bonn,D,stoptreinstation,50.7939411,7.2030017
791,LSW,8894425,Sinaai,Sinaai,Sinaai,sinaai,B,stoptreinstation,51.143333,4.068889
651,MARIA,8821543,St-Mariab,Sint-Mariaburg,Sint-Mariaburg,sint-mariaburg,B,stoptreinstation,51.29126,4.43495
792,FSN,8894508,Sint-Nikla,Sint-Niklaas,Sint-Niklaas,sint-niklaas,B,stoptreinstation,51.171944,4.144167
440,STD,8400564,Sittard,Sittard,Sittard,sittard,NL,knooppuntIntercitystation,51.001667022705,5.8586111068726
423,SDT,8400565,Sliedrecht,Sliedrecht,Sliedrecht,sliedrecht,NL,stoptreinstation,51.829723358154,4.7783331871033
548,SDTB,8400497,Baanhoek,Baanhoek,"Sliedrecht Baanhoek",sliedrecht-baanhoek,NL,stoptreinstation,51.829722,4.743333
429,SK,8400566,Sneek,Sneek,Sneek,sneek,NL,knooppuntStoptreinstation,53.0328688,5.6523969
430,SKND,8400574,"Sneek N","Sneek Noord","Sneek Noord",sneek-noord,NL,stoptreinstation,53.0409319,5.6631808
438,ST,8400567,Soest,Soest,Soest,soest,NL,knooppuntStoptreinstation,52.173332214355,5.3099999427795
448,STZ,8400571,"Soest Z","Soest Zuid","Soest Zuid",soest-zuid,NL,stoptreinstation,52.165279388428,5.3030557632446
420,SD,8400569,Soestdijk,Soestdijk,Soestdijk,soestdijk,NL,stoptreinstation,52.183612823486,5.3000001907349
417,SBK,8400572,Spaubeek,Spaubeek,Spaubeek,spaubeek,NL,stoptreinstation,50.94327,5.850529
839,POLTEN,8101032,St.Pölten,"St.Pölten Hbf","St.Pölten Hbf",stpolten-hbf,A,intercitystation,48.20769,15.62591
447,STV,8400575,Stavoren,Stavoren,Stavoren,stavoren,NL,stoptreinstation,52.8865535,5.3600212
442,STM,8400576,Stedum,Stedum,Stedum,stedum,NL,stoptreinstation,53.3262092,6.6875551
450,SWK,8400578,Steenwijk,Steenwijk,Steenwijk,steenwijk,NL,intercitystation,52.791510992432,6.1145557632446
655,EBGO,8021150,Steinf-Bor,Steinfurt-Borgh,Steinfurt-Borghorst,steinfurt-borghorst,D,stoptreinstation,52.118791,7.397581
656,EBFT,8021143,Steinf-Bur,Steinfurt-Burgst,Steinfurt-Burgsteinfurt,steinfurt-burgsteinfurt,D,stoptreinstation,52.147384,7.32934
654,EGRK,8071069,Steinf-Gr,Steinfurt-Grotte,Steinfurt-Grottenkamp,steinfurt-grottenkamp,D,stoptreinstation,52.123439,7.376031
657,LS,8024062,Stendal,Stendal,Stendal,stendal,D,intercitystation,52.594723,11.854412
662,TS,8029034,Stuttgart,"Stuttgart Hbf","Stuttgart Hbf",stuttgart-hbf,D,knooppuntIntercitystation,48.784084,9.181635
437,SRN,8400582,Susteren,Susteren,Susteren,susteren,NL,stoptreinstation,51.061389923096,5.8630557060242
431,SM,8400583,Swalmen,Swalmen,Swalmen,swalmen,NL,stoptreinstation,51.23582,6.03228
457,TG,8400591,Tegelen,Tegelen,Tegelen,tegelen,NL,stoptreinstation,51.33894,6.14253
454,TBG,8400592,Terborg,Terborg,Terborg,terborg,NL,stoptreinstation,51.9224549,6.3642466
458,TL,8400596,Tiel,Tiel,Tiel,tiel,NL,knooppuntStoptreinstation,51.889446258545,5.4222221374512
459,TPSW,8400600,Passewaaij,Passewaaij,"Tiel Passewaaij",tiel-passewaaij,NL,stoptreinstation,51.873889923096,5.39222240448
453,TB,8400597,Tilburg,Tilburg,Tilburg,tilburg,NL,knooppuntIntercitystation,51.560554504395,5.0836110115051
455,TBR,8400598,Reeshof,Reeshof,"Tilburg Reeshof",tilburg-reeshof,NL,stoptreinstation,51.573612213135,4.9944443702698
456,TBU,8400594,"Tilburg Un","Tilburg Uni.","Tilburg Universiteit",tilburg-universiteit,NL,stoptreinstation,51.564985,5.051778
763,FTG,8831310,Tongeren,Tongeren,Tongeren,tongeren,B,stoptreinstation,50.784167,5.473056
832,KT,8015572,Troisdorf,Troisdorf,Troisdorf,troisdorf,D,intercitystation,50.813889,7.150833
460,TWL,8400599,Twello,Twello,Twello,twello,NL,stoptreinstation,52.237777709961,6.0986108779907
468,UTG,8400615,Uitgeest,Uitgeest,Uitgeest,uitgeest,NL,knooppuntStoptreinstation,52.521667480469,4.7016668319702
462,UHZ,8400617,Uithuizen,Uithuizen,Uithuizen,uithuizen,NL,stoptreinstation,53.4099568,6.6748869
461,UHM,8400618,Uithuizerm,Uithuizermeeden,Uithuizermeeden,uithuizermeeden,NL,stoptreinstation,53.4145845,6.7202975
665,TU,8029103,Ulm,"Ulm Hbf","Ulm Hbf",ulm-hbf,D,sneltreinstation,48.399015,9.982165
666,EUN,8010382,Unna,Unna,Unna,unna,D,stoptreinstation,51.5385828,7.6953056
465,UST,8400619,Usquert,Usquert,Usquert,usquert,NL,stoptreinstation,53.4014742,6.6093776
467,UT,8400621,"Utrecht C","Utrecht C.","Utrecht Centraal",utrecht-centraal,NL,megastation,52.088890075684,5.1102776527405
718,UTLR,8400607,LeidscheRn,"Leidsche Rijn","Utrecht Leidsche Rijn",utrecht-leidsche-rijn,NL,stoptreinstation,52.09896,5.06523
796,UTLN,8400623,Lunetten,Lunetten,"Utrecht Lunetten",utrecht-lunetten,NL,stoptreinstation,52.06555557251,5.144166469574
470,UTM,8400624,Maliebaan,Maliebaan,"Utrecht Maliebaan",utrecht-maliebaan,NL,stoptreinstation,52.087776184082,5.1313886642456
471,UTO,8400620,Overvecht,Overvecht,"Utrecht Overvecht",utrecht-overvecht,NL,knooppuntStoptreinstation,52.110000610352,5.1247220039368
472,UTT,8400614,Terwijde,Terwijde,"Utrecht Terwijde",utrecht-terwijde,NL,stoptreinstation,52.1000753,5.0439547
797,UTVR,8400606,VaartscheR,"Vaartsche Rijn","Utrecht Vaartsche Rijn",utrecht-vaartsche-rijn,NL,knooppuntStoptreinstation,52.078889,5.121667
473,UTZL,8400613,Zuilen,Zuilen,"Utrecht Zuilen",utrecht-zuilen,NL,stoptreinstation,52.103055,5.09
474,VALTGV,8776302,ValenceTGV,"Valence TGV","Valence TGV",valence-tgv,F,stoptreinstation,44.9278,4.89321
486,VK,8400632,Valkenburg,Valkenburg,Valkenburg,valkenburg,NL,knooppuntSneltreinstation,50.869720458984,5.8322219848633
496,VSV,8400635,Varsseveld,Varsseveld,Varsseveld,varsseveld,NL,stoptreinstation,51.937257,6.458839
543,VDM,8400636,Veendam,Veendam,Veendam,veendam,NL,knooppuntStoptreinstation,53.10324,6.88475
489,VNDC,8400627,"Veenendl C","Veenendaal C.","Veenendaal Centrum",veenendaal-centrum,NL,knooppuntStoptreinstation,52.020000457764,5.548611164093
490,VNDW,8400628,"Veenendl W","Veenendaal West","Veenendaal West",veenendaal-west,NL,stoptreinstation,52.028057098389,5.531388759613
285,KLP,8400637,"De Klomp","De Klomp","Veenendaal-De Klomp",veenendaal-de-klomp,NL,stoptreinstation,52.045833587646,5.5738887786865
491,VP,8400640,Velp,Velp,Velp,velp,NL,stoptreinstation,51.994720458984,5.9802780151367
849,MEREL,8302593,Venezia,"Venezia Santa Lu","Venezia Santa Lucia",venezia-santa-lucia,I,intercitystation,45.4410734,12.3188549
487,VL,8400644,Venlo,Venlo,Venlo,venlo,NL,knooppuntIntercitystation,51.363609313965,6.1727776527405
492,VRY,8400646,Venray,Venray,Venray,venray,NL,knooppuntStoptreinstation,51.526568099007,6.0141777992248
488,VLB,8400647,Vierlingsb,Vierlingsbeek,Vierlingsbeek,vierlingsbeek,NL,stoptreinstation,51.59193,5.99714
485,VIERS,8015122,Viersen,Viersen,Viersen,viersen,D,stoptreinstation,51.25516,6.40388
191,FVS,8846201,Visé,Visé,Visé,vise,B,knooppuntStoptreinstation,50.73781,5.69232
497,VTN,8400651,Vleuten,Vleuten,Vleuten,vleuten,NL,stoptreinstation,52.103056,5.007404
493,VS,8400652,Vlissingen,Vlissingen,Vlissingen,vlissingen,NL,knooppuntIntercitystation,51.445835113525,3.5952777862549
494,VSS,8400653,Souburg,Souburg,"Vlissingen Souburg",vlissingen-souburg,NL,stoptreinstation,51.464721679688,3.5952777862549
478,VDL,8400656,Voerendaal,Voerendaal,Voerendaal,voerendaal,NL,stoptreinstation,50.887222290039,5.9302778244019
475,VB,8400658,Voorburg,Voorburg,Voorburg,voorburg,NL,stoptreinstation,52.066665649414,4.3594446182251
483,VH,8400655,Voorhout,Voorhout,Voorhout,voorhout,NL,stoptreinstation,52.224445343018,4.4844446182251
495,VST,8400659,Voorschtn,Voorschoten,Voorschoten,voorschoten,NL,stoptreinstation,52.1252784729,4.4324998855591
481,VEM,8400668,Voorst-E,Voorst-Empe,Voorst-Empe,voorst-empe,NL,stoptreinstation,52.157501220703,6.1436109542847
476,VD,8400661,Vorden,Vorden,Vorden,vorden,NL,stoptreinstation,52.1071949,6.3170457
499,VZ,8400664,Vriezenvn,Vriezenveen,Vriezenveen,vriezenveen,NL,stoptreinstation,52.40203,6.60041
484,VHP,8400666,Vroomshoop,Vroomshoop,Vroomshoop,vroomshoop,NL,stoptreinstation,52.4571921,6.5696679
482,VG,8400667,Vught,Vught,Vught,vught,NL,stoptreinstation,51.655555725098,5.2919445037842
500,WAD,8400675,Waddinxvn,Waddinxveen,Waddinxveen,waddinxveen,NL,stoptreinstation,52.044166564941,4.6497220993042
501,WADN,8400674,"Waddinxv N","Waddinxveen N.","Waddinxveen Noord",waddinxveen-noord,NL,stoptreinstation,52.055000305176,4.6483335494995
816,WADT,8400677,Triangel,Triangel,"Waddinxveen Triangel",waddinxveen-triangel,NL,stoptreinstation,52.02725,4.6491
506,WFM,8400679,Warffum,Warffum,Warffum,warffum,NL,stoptreinstation,53.3908431,6.5671364
514,WR,8021239,Weener,Weener,Weener,weener,D,stoptreinstation,53.16311,7.3442
517,WT,8400684,Weert,Weert,Weert,weert,NL,intercitystation,51.248611450195,5.7036108970642
513,WP,8400685,Weesp,Weesp,Weesp,weesp,NL,knooppuntStoptreinstation,52.3127784729,5.0430555343628
510,WL,8400686,Wehl,Wehl,Wehl,wehl,NL,stoptreinstation,51.9578065,6.213844
842,WELS,8101081,"Wels Hbf","Wels Hbf","Wels Hbf",wels-hbf,A,intercitystation,48.166111,14.026667
812,WESEL,8010275,Wesel,Wesel,Wesel,wesel,D,stoptreinstation,51.655833,6.627222
545,WTV,8400688,Westervrt,Westervoort,Westervoort,westervoort,NL,stoptreinstation,51.96286,5.9695
524,WZ,8400690,Wezep,Wezep,Wezep,wezep,NL,stoptreinstation,52.454166412354,6.0025000572205
837,WBF,8101003,"Wien Hbf","Wien Hbf","Wien Hbf",wien-hbf,A,intercitystation,48.185,16.375833
838,WIENH,8101008,"Wien Htt","Wien Hütteldorf","Wien Hütteldorf",wien-hutteldorf,A,intercitystation,48.197222,16.261389
504,WDN,8400691,Wierden,Wierden,Wierden,wierden,NL,knooppuntStoptreinstation,52.361389160156,6.5916666984558
502,WC,8400710,Wijchen,Wijchen,Wijchen,wijchen,NL,stoptreinstation,51.811668395996,5.730833530426
507,WH,8400711,Wijhe,Wijhe,Wijhe,wijhe,NL,intercitystation,52.390277862549,6.1405553817749
670,GWD,8821436,Wildert,Wildert,Wildert,wildert,B,stoptreinstation,51.4277061,4.4633962
515,WS,8400696,Winschoten,Winschoten,Winschoten,winschoten,NL,knooppuntStoptreinstation,53.1392377,7.035101
516,WSM,8400697,Winsum,Winsum,Winsum,winsum,NL,stoptreinstation,53.3300994,6.5202905
522,WW,8400698,Winterswk,Winterswijk,Winterswijk,winterswijk,NL,knooppuntStoptreinstation,51.9677307,6.7155181
523,WWW,8400700,"Wintersw W","Winterswijk West","Winterswijk West",winterswijk-west,NL,stoptreinstation,51.97453,6.70417
503,WD,8400702,Woerden,Woerden,Woerden,woerden,NL,knooppuntStoptreinstation,52.084999084473,4.8936109542847
505,WF,8400704,Wolfheze,Wolfheze,Wolfheze,wolfheze,NL,stoptreinstation,52.005554199219,5.7936110496521
671,HWOB,8013017,Wolfsburg,"Wolfsburg Hbf","Wolfsburg Hbf",wolfsburg-hbf,D,sneltreinstation,52.429492,10.788195
521,WV,8400705,Wolvega,Wolvega,Wolvega,wolvega,NL,stoptreinstation,52.880832672119,6.0036110877991
675,WORGL,8101170,Wörgl,Wörgl,Wörgl,worgl,A,intercitystation,47.49178,12.06059
509,WK,8400706,Workum,Workum,Workum,workum,NL,stoptreinstation,52.9724864,5.4564285
511,WM,8400707,Wormerveer,Wormerveer,Wormerveer,wormerveer,NL,stoptreinstation,52.489166259766,4.7922220230103
519,WUPPH,8008143,Wuppertal,"Wuppertal Hbf","Wuppertal Hbf",wuppertal-hbf,D,stoptreinstation,51.25433,7.14939
672,KWBA,8008142,Wup'tal-B,Wuppertal-Barmen,Wuppertal-Barmen,wuppertal-barmen,D,stoptreinstation,51.267082,7.195929
673,KWO,8008138,Wup'tal-O,Wuppertal-Oberb.,Wuppertal-Oberbarmen,wuppertal-oberbarmen,D,stoptreinstation,51.273839,7.221483
745,WUPPV,8008082,Wupp-Vohw,Wupp-Vohwinkel,Wuppertal-Vohwinkel,wuppertal-vohwinkel,D,stoptreinstation,51.23351,7.07237
698,WURZB,8022534,Würzburg,"Würzburg Hbf","Würzburg Hbf",wurzburg-hbf,D,intercitystation,49.80179,9.9358
529,ZD,8400731,Zaandam,Zaandam,Zaandam,zaandam,NL,knooppuntIntercitystation,52.438888549805,4.8136110305786
530,ZDK,8400728,Kogerveld,Kogerveld,"Zaandam Kogerveld",zaandam-kogerveld,NL,stoptreinstation,52.456665039062,4.8202776908875
804,ZZS,8400364,"Zaanse S.","Zaanse Schans","Zaandijk Zaanse Schans",zaandijk-zaanse-schans,NL,knooppuntStoptreinstation,52.469165802002,4.8049998283386
528,ZBM,8400732,Zaltbommel,Zaltbommel,Zaltbommel,zaltbommel,NL,stoptreinstation,51.80888748169,5.2633333206177
540,ZVT,8400733,Zandvoort,Zandvoort,"Zandvoort aan Zee",zandvoort-aan-zee,NL,stoptreinstation,52.3752784729,4.5327777862549
526,ZA,8400734,Zetten-And,Zetten-Andelst,Zetten-Andelst,zetten-andelst,NL,stoptreinstation,51.920056,5.7228408
538,ZV,8400735,Zevenaar,Zevenaar,Zevenaar,zevenaar,NL,knooppuntStoptreinstation,51.923053741455,6.0719442367554
539,ZVB,8400737,Zevenbergn,Zevenbergen,Zevenbergen,zevenbergen,NL,stoptreinstation,51.64042,4.60904
535,ZTM,8400741,Zoetermeer,Zoetermeer,Zoetermeer,zoetermeer,NL,knooppuntStoptreinstation,52.047500610352,4.4772224426269
536,ZTMO,8400740,"Zoetermr O","Zoetermeer Oost","Zoetermeer Oost",zoetermeer-oost,NL,stoptreinstation,52.046390533447,4.4927778244019
527,ZB,8400742,Zuidbroek,Zuidbroek,Zuidbroek,zuidbroek,NL,knooppuntStoptreinstation,53.159612280006,6.8679141998291
531,ZH,8400743,Zuidhorn,Zuidhorn,Zuidhorn,zuidhorn,NL,stoptreinstation,53.2486292,6.4062361
677,ZUE,8503000,"Zürich HB","Zürich HB","Zürich HB",zurich-hb,CH,intercitystation,47.37819,8.5392
534,ZP,8400744,Zutphen,Zutphen,Zutphen,zutphen,NL,knooppuntIntercitystation,52.145278930664,6.1941666603088
541,ZWD,8400752,Zwijndrcht,Zwijndrecht,Zwijndrecht,zwijndrecht,NL,stoptreinstation,51.814998626709,4.6416668891907
793,LZD,8894821,Zwijndrech,"Zwijndrecht (B)","Zwijndrecht (B)",zwijndrecht-b,B,stoptreinstation,51.214167,4.33
532,ZL,8400747,Zwolle,Zwolle,Zwolle,zwolle,NL,knooppuntIntercitystation,52.504722595215,6.0919442176819
815,ZLSH,8400746,Stadshagen,Stadshagen,"Zwolle Stadshagen",zwolle-stadshagen,NL,stoptreinstation,52.52764,6.05146
1001,AB,,,,Achterberg (onderstation),,,,,
1002,ABR,,,,Brug over de Arne,,,,,
1003,ACO,,,,Abcoude overloopwissels,,,,,
1004,ACP,,,,Abcoude post T,,,,,
1005,ACS,,,,Asmterdam CS seinhuis,,,,,
1006,ADH,,,,Leeuwarden Achter de Hoven,,,,,
1007,ADL,,,,Amsterdam Doklaan,,,,,
1008,ADLS,,,,Amsterdam Doklaan seinhuis,,,,,
1009,ADR,,,,Adrianalaan,,,,,
1010,ADVD,,,,Amsterdam Duivendrecht,,,,,
1011,ADW,,,,Amsterdamsche Straatweg (ook wel Asw),,,,,
1012,AEG,,,,Amsterdam Erasmusgracht,,,,,
1013,AF,,,,Amersfoort post T,,,,,
1014,AHAKU,,,,Arnhem racoordement AKU,,,,,
1015,AHAKZ,,,,Arnhem raccordement AKZO,,,,,
1016,AHB,,,,Arnhem Berg,,,,,
1017,AHBF,,,,Aachen Hbf,,,,,
1018,AHBO,,,,Arnhem Berg opstelterrein,,,,,
1019,AHD,,,,Arnhem seinhuis D,,,,,
1020,AHG,,,,Arnhem goederenstation,,,,,
1021,AHGONS,,,,Arnhem goederen opstelterrein NS,,,,,
1022,AHKEMA,,,,Arnhem raccordment KEMA,,,,,
1023,AHS,,,,Ahaus (Duitsland),,,,,
1024,AHST,,,,Arnhemschestraat (blokpost in Elst nu in Spoorwegmuseum),,,,,
1025,AHWA,,,,Arnhem West aansluiting,,,,,
1026,AJ,,,,Anjum,,,,,
1027,ALB,,,,Abbekerk-Lambertschaag,,,,,
1028,ALMBO,,,,Almere Buiten Oost (Almere 5),,,,,
1029,ALMBW,,,,Almere Buiten West (Almere 1),,,,,
1030,ALMMO,,,,Almere Muziekwijk (overloopwissels),,,,,
1031,ALMS,,,,Almere Strand (vroeger Muiderzand nu Ampo),,,,,
1032,ALS,,,,Alstätte (Duitsland),,,,,
1033,ALU,,,,Antwerpen Luchtbal,,,,,
1034,ALV,,,,Aarlanderveen (Haarlemmermeer),,,,,
1035,AM,,,,America,,,,,
1036,AMA,,,,Amersfoort aansluiting,,,,,
1037,AMFPON,,,,Amersfoort raccordement Pon,,,,,
1038,AMFV,,,,Amersfoort Vlasakkers,,,,,
1039,AMFVA,,,,Amersfoort Vlasakkers aansluiting,,,,,
1040,AMFW,,,,Amersfoort hoofdwerkplaats (wgl-groep),,,,,
1041,AMFWPH,,,,Amersfoort hoofdwerkplaats (revisiebedrijf),,,,,
1042,AMFWW,,,,Amersfoort wagenwerkplaats (wgl-groep),,,,,
1043,AMLBP,,,,Almelo bedrijvenpark NW Twente,,,,,
1044,AMO,,,,Almere Oost (onderstation),,,,,
1045,AMW,,,,Aalsmeerderweg (Haarlemmermeer),,,,,
1046,AMW,,,,Almere West (onderstation),,,,,
1047,AO,,,,Aalsmeer-Oost (Oosteinde) (Haarlemmermeer),,,,,
1048,AP,,,,Anna Paulownastraat (Den Haag),,,,,
1049,APDA,,,,Apeldoorn aansluiting,,,,,
1050,APDI,,,,Apeldoorn industrieterrein,,,,,
1051,APDLNG,,,,Apeldoorn raccordement Leonard Lang,,,,,
1052,APDVAM,,,,Apeldoorn raccordement VAM,,,,,
1053,APL,,,,Ter Apel,,,,,
1054,APLG,,,,Ter Apel Rijksgrens,,,,,
1055,ARB,,,,Arnebruggen,,,,,
1056,ASAI,,,,Amsterdam Amstel industrieterrein,,,,,
1057,ASBD,,,,Amsterdam Bovendok,,,,,
1058,ASBO,,,,Amsterdam Borneokade,,,,,
1059,ASDAR,,,,Amsterdam ArenA,,,,,
1060,ASDCM,,,,Amsterdam Centrale Markt,,,,,
1061,ASDG,,,,Amsterdam Geuzenveld,,,,,
1062,ASDH,,,,Amsterdam Hemhaven (oude betekenis),,,,,
1063,ASDI,,,,Amsterdam industrieterrein Cruquiusweg,,,,,
1064,ASDMA,,,,Amsterdam Muiderpoort aansluiting,,,,,
1065,ASDMW,,,,Amsterdam Muiderpoort westzijde,,,,,
1066,ASDNH,,,,Amsterdam Neptunushaven,,,,,
1067,ASDO,,,,Amsterdam Oost (onderstation),,,,,
1068,ASDOE,,,,Amsterdam Oostelijk Eiland,,,,,
1069,ASDPTT,,,,Amsterdam PTT,,,,,
1070,ASDPTTA,,,,Amsterdam PTT aansluiting,,,,,
1071,ASDR,,,,Amsterdam Sloterdijk Noord Radarweg,,,,,
1072,ASDTA,,,,Amsterdam Transformatorweg aansluiting,,,,,
1073,ASDV,,,,Amsterdam De Vlugtlaan,,,,,
1074,ASDW,,,,Amsterdam lijnwerkplaats (wgl-groep),,,,,
1075,ASDW,,,,Amsterdam West (onderstation),,,,,
1076,ASDWE,,,,Amsterdam Westelijk Eiland,,,,,
1077,ASDWPL,,,,Amsterdam lijnwerkplaats (vroeger Zst nu Aswplm/n/z),,,,,
1078,ASDZO,,,,Amsterdam Zuid overloopwissels,,,,,
1079,ASGO,,,,Amsterdam goederenstation oost,,,,,
1080,ASGW,,,,Amsterdam goederenstation west,,,,,
1081,ASH,,,,Amsterdam Haarlemmermeer,,,,,
1082,ASHD,,,,Amsterdam Holendrecht,,,,,
1083,ASHO,,,,Amsterdam Sloterdijk Noord Hornweg,,,,,
1084,ASL,,,,Assel (schakelstation),,,,,
1085,ASM,,,,Aalsmeer (Haarlemmermeer),,,,,
1086,ASP,,,,Amsterdam Weesperpoort,,,,,
1087,ASRA,,,,Amsterdam Riekerpolder aansluiting,,,,,
1088,ASV,,,,Amstelveen (Haarlemmermeer),,,,,
1089,ASW,,,,Amsterdamscheweg (eerder Amstelveenscheweg) (Haarlemmermeer),,,,,
1090,ASWD,,,,Amsterdam Westerdoksdijk,,,,,
1091,ASWPLA,,,,Amsterdam lijnwerkplaats aansluiting (vervallen),,,,,
1092,ASWPLM,,,,Amsterdam lijnwerkplaats midden,,,,,
1093,ASWPLN,,,,Amsterdam lijnwerkplaats noord,,,,,
1094,ASWPLZ,,,,Amsterdam lijnwerkplaats zuid,,,,,
1095,ASZO,,,,Amsterdam Zuid-Oost,,,,,
1096,AT,,,,Acht,,,,,
1097,ATL,,,,Acht losplaats,,,,,
1098,ATW,,,,Antwerpen,,,,,
1099,AVH,,,,Avenhorn (schakelstation),,,,,
1100,AW,,,,Aachen West,,,,,
1101,AWHVA,,,,Amsterdam Westhaven aansluiting,,,,,
1102,AWHVW,,,,Amsterdam Westhaven West,,,,,
1103,AX,,,,Axel,,,,,
1104,AXA,,,,Axel aansluiting,,,,,
1105,AZ,,,,Rotterdam aansluiting ZHES,,,,,
1106,BAN,,,,Bannink,,,,,
1107,BBD,,,,Bobeldijk,,,,,
1108,BBG,,,,Beekbergen,,,,,
1109,BBR,,,,Babberich (schakelstation),,,,,
1110,BBW,,,,Boksbergerweg,,,,,
1111,BCL,,,,Borculo,,,,,
1112,BDA,,,,Breda aansluiting,,,,,
1113,BDCSM,,,,Breda raccordement CSM,,,,,
1114,BDE,,,,Bunde,,,,,
1115,BDLLEG,,,,Budel raccordement Legerplaats,,,,,
1116,BDP,,,,Blijdorp (schakelstation) nu Bkdp,,,,,
1117,BE,,,,Beerze,,,,,
1118,BED,,,,Bosch en Duin (spoorlijn Bilthoven-Zeist),,,,,
1119,BEK,,,,Berkel (schakelstation),,,,,
1120,BEN,,,,Bennebroekerweg (Haarlemmermeer),,,,,
1121,BENK,,,,Bennekom,,,,,
1122,BERCH,,,,Berchem (België),,,,,
1123,BERFL,,,,Berlin-Schönefeld Flughafen,,,,,
1124,BERHBL,,,,Berlin Hbf,,,,,
1125,BERLIG,,,,Berlin-Gesundbrunnen,,,,,
